Año,Categoría,País,Género,Edad,Sexo
2017,SmarTIC,Si,Suspenso,37.0,Masculino
2017,SmarTIC,Si,Drama,45.0,Masculino
2017,SmarTIC,Si,Documental,20.0,Femenino
2017,SmarTIC,Si,Ficción,13.0,Femenino
2017,SmarTIC,Si,Documental,10.0,Masculino
2017,SmarTIC,Si,Documental,10.0,Masculino
2017,SmarTIC,Si,Comedia,28.0,Masculino
2017,SmarTIC,Si,Documental,5.0,Masculino
2017,SmarTIC,Si,Suspenso,35.0,Masculino
2017,SmarTIC,Si,Ficción,42.0,Femenino
2017,SmarTIC,Si,Drama,22.0,Masculino
2017,SmarTIC,Si,Documental,45.0,Masculino
2017,SmarTIC,Si,Drama,16.0,Masculino
2017,SmarTIC,Si,Documental,7.0,Femenino
2017,SmarTIC,Si,Comedia,41.0,Femenino
2017,SmarTIC,Si,Ficción,13.0,Masculino
2017,SmarTIC,Si,Comedia,16.0,Masculino
2017,SmarTIC,Si,Drama,33.0,Femenino
2017,SmarTIC,Si,Documental,39.0,Femenino
2017,SmarTIC,Si,Drama,21.0,Femenino
2017,SmarTIC,Si,Documental,26.0,Femenino
2017,SmarTIC,Si,Documental,22.0,Femenino
2017,SmarTIC,Si,Documental,17.0,Femenino
2017,SmarTIC,Si,Drama,24.0,Femenino
2017,SmarTIC,Si,Terror,12.0,Masculino
2017,SmarTIC,Si,Documental,30.0,Femenino
2017,SmarTIC,Si,Suspenso,32.0,Masculino
2017,SmarTIC,Si,Documental,15.0,Masculino
2017,SmarTIC,Si,Terror,21.0,Masculino
2017,SmarTIC,Si,Documental,22.0,Femenino
2017,SmarTIC,Si,Terror,18.0,Masculino
2017,SmarTIC,Si,Documental,30.0,Masculino
2017,SmarTIC,Si,Drama,30.0,Femenino
2017,SmarTIC,Si,Drama,14.0,Masculino
2017,SmarTIC,Si,Drama,45.0,Femenino
2017,SmarTIC,Si,Documental,37.0,Femenino
2017,SmarTIC,Si,Documental,22.0,Masculino
2017,SmarTIC,Si,Terror,17.0,Masculino
2017,SmarTIC,Si,Comedia,34.0,Masculino
2017,SmarTIC,Si,Acción,23.0,Masculino
2017,SmarTIC,Si,Documental,24.0,Masculino
2017,SmarTIC,Si,Documental,30.0,Femenino
2017,SmarTIC,Si,Documental,37.0,Masculino
2017,SmarTIC,Si,Documental,31.0,Masculino
2017,SmarTIC,Si,Documental,39.0,Masculino
2017,SmarTIC,Si,Documental,41.0,Masculino
2017,SmarTIC,Si,Suspenso,16.0,Masculino
2017,SmarTIC,Si,Documental,28.0,Masculino
2017,SmarTIC,Si,Drama,56.0,Masculino
2017,SmarTIC,Si,Drama,28.0,Femenino
2017,SmarTIC,Si,Documental,13.0,Masculino
2017,SmarTIC,Si,Terror,14.0,Femenino
2017,SmarTIC,Si,Acción,17.0,Femenino
2017,SmarTIC,Si,Documental,27.0,Masculino
2017,SmarTIC,Si,Documental,16.0,Femenino
2017,SmarTIC,Si,Comedia,32.0,Masculino
2017,SmarTIC,Si,Ficción,23.0,Femenino
2017,SmarTIC,No,Ficción,23.0,Masculino
2017,SmarTIC,Si,Documental,39.0,Femenino
2017,SmarTIC,Si,Documental,50.0,Masculino
2017,SmarTIC,Si,Documental,11.0,Masculino
2017,SmarTIC,Si,Documental,58.0,Masculino
2017,SmarTIC,Si,Suspenso,27.0,Femenino
2017,SmarTIC,Si,Drama,35.0,Femenino
2017,SmarTIC,Si,Acción,22.0,Masculino
2017,SmarTIC,Si,Documental,7.0,Femenino
2017,SmarTIC,Si,Drama,39.0,Masculino
2017,SmarTIC,Si,Drama,28.0,Femenino
2017,SmarTIC,Si,Comedia,30.0,Masculino
